ID,DURATION,DATE,USER_ID
121,102,2016-04-14 07:35:31,4
122,105,2016-04-17 04:31:58,4
123,171,2016-04-05 09:03:46,4
124,85,2016-04-18 22:03:32,4
125,199,2016-03-31 17:26:30,4
126,164,2016-04-02 23:39:05,4
127,118,2016-03-20 11:25:49,4
128,166,2016-03-28 12:47:04,4
129,162,2016-04-19 01:31:04,4
130,109,2016-04-06 07:26:08,4
131,177,2016-03-26 21:01:47,4
132,86,2016-04-05 04:44:34,4
133,140,2016-03-31 18:45:58,4
134,86,2016-04-03 18:06:48,4
135,116,2016-03-31 01:16:53,4
136,87,2016-04-17 08:25:38,4
137,194,2016-04-03 19:23:19,4
138,191,2016-04-14 11:21:22,4
139,137,2016-04-10 12:43:32,4
140,155,2016-04-14 12:48:47,4
141,166,2016-04-01 13:26:40,4
142,128,2016-04-19 10:15:11,4
143,89,2016-03-28 06:18:08,4
144,147,2016-03-20 17:34:20,4
145,142,2016-04-14 00:07:30,4
146,170,2016-04-07 06:32:18,4
147,163,2016-04-02 03:46:57,4
148,104,2016-03-28 08:23:13,4
149,174,2016-04-08 01:56:58,4
150,141,2016-04-10 05:32:18,4
151,98,2016-04-05 03:25:38,4
152,179,2016-04-06 19:56:34,4
153,105,2016-03-25 16:23:44,4
154,93,2016-04-01 02:50:00,4
155,115,2016-04-10 10:52:15,4
156,126,2016-03-20 09:51:50,4
157,101,2016-03-29 08:18:21,4
158,139,2016-03-29 18:19:24,4
159,125,2016-04-12 08:47:58,4
160,140,2016-03-29 22:30:31,4
161,174,2016-04-03 07:23:22,4
162,150,2016-03-22 04:04:46,4
163,87,2016-04-06 08:13:07,4
164,179,2016-04-03 16:18:59,4
165,193,2016-04-17 19:57:42,4
166,130,2016-04-13 07:12:24,4
167,172,2016-04-05 04:04:52,4
168,123,2016-03-29 13:14:01,4
169,187,2016-04-02 06:59:45,4
170,165,2016-03-20 01:25:57,4
171,113,2016-03-30 14:57:18,4
172,103,2016-03-29 08:59:42,4
173,179,2016-04-17 04:35:56,4
174,123,2016-03-25 00:31:10,4
175,176,2016-04-05 15:51:20,4
176,164,2016-04-16 22:08:12,4
177,111,2016-04-14 01:03:29,4
178,87,2016-04-04 02:25:14,4
179,81,2016-04-15 16:22:13,4
180,113,2016-03-24 05:01:12,4
